Author,Book,Year,Title,Theme,Poem,Meter
Maurice Rollinat,Les névroses,1883,Nocturne,Souffrance,"À Robert Caze.


L'aboiement des chiens dans la nuit 
Fait songer les âmes qui pleurent, 
Qui frissonnent et qui se meurent, 
À bout de souffrance et d'ennui.

Ils ne comprennent pas ce bruit, 
Ceux-là que les chagrins effleurent ! 
L'aboiement des chiens dans la nuit 
Fait songer les âmes qui pleurent.

Mais, hélas ! quand l'espoir s'enfuit, 
Et que, seuls, les regrets demeurent, 
Quand tous les sentiments nous leurrent, 
Alors on écoute et l'on suit 
L'aboiement des chiens dans la nuit.",octosyllabe
René-François Sully Prudhomme,Les solitudes,1869,L'agonie,Souffrance,"Vous qui m'aiderez dans mon agonie, 
Ne me dites rien ; 
Faites que j'entende un peu d'harmonie, 
Et je mourrai bien.

La musique apaise, enchante et délie 
Des choses d'en bas : 
Bercez ma douleur ; je vous en supplie, 
Ne lui parlez pas.

Je suis las des mots, je suis las d'entendre 
Ce qui peut mentir ; 
J'aime mieux les sons qu'au lieu de comprendre 
Je n'ai qu'à sentir ;

Une mélodie où l'âme se plonge 
Et qui, sans effort, 
Me fera passer du délire au songe, 
Du songe à la mort.

Vous qui m'aiderez dans mon agonie, 
Ne me dites rien. 
Pour allégement un peu d'harmonie 
Me fera grand bien.

Vous irez chercher ma pauvre nourrice 
Qui mène un troupeau, 
Et vous lui direz que c'est mon caprice, 
Au bord du tombeau,

D'entendre chanter tout bas, de sa bouche, 
Un air d'autrefois, 
Simple et monotone, un doux air qui touche 
Avec peu de voix.

Vous la trouverez : les gens des chaumières 
Vivent très longtemps, 
Et je suis d'un monde où l'on ne vit guères 
Plusieurs fois vingt ans.

Vous nous laisserez tous les deux ensemble : 
Nos cœurs s'uniront ; 
Elle chantera d'un accent qui tremble, 
La main sur mon front.

Lors elle sera peut-être la seule 
Qui m'aime toujours, 
Et je m'en irai dans son chant d'aïeule 
Vers mes premiers jours,

Pour ne pas sentir, à ma dernière heure, 
Que mon cœur se fend, 
Pour ne plus penser, pour que l'homme meure 
Comme est né l'enfant.

Vous qui m'aiderez dans mon agonie, 
Ne me dites rien ; 
Faites que j'entende un peu d'harmonie, 
Et je mourrai bien.",vers libre
Charles Cros,Le collier de griffes,1908,Aux femmes,Souffrance,"Noyez dans un regard limpide, aérien, 
Les douleurs. 
Ne dites rien de mal, ne dites rien de bien, 
Soyez fleurs. 
Soyez fleurs : par ces temps enragés, enfumés 
De charbon, 
Soyez roses et lys. Et puis, aimez, aimez ! 
C'est si bon !...

Il y a la fleur, il y a la femme, 
Il y a le bois où l'on peut courir 
Il y a l'étang où l'on peut mourir. 
Alors, que nous fait l'éloge ou le blâme ?

L'aurore naît et la mort vient. 
Qu'ai-je fait de mal ou de bien ? 
Je suis emporté par l'orage, 
Riant, pleurant, mais jamais sage.

Ceux qui dédaignent les amours 
Ont tort, ont tort, 
Car le soleil brille toujours ; 
La Mort, la Mort 
Vient vite et les sentiers sont courts.

Comme tu souffres, mon pays, 
Ô lumineuse, ô douce France, 
Et tous les peuples ébahis 
Ne comprennent pas ta souffrance.",vers libre
Marceline Desbordes-Valmore,Romances,1830,Le souvenir,Souffrance,"Ô délire d'une heure auprès de lui passée, 
Reste dans ma pensée ! 
Par toi tout le bonheur que m'offre l'avenir 
Est dans mon souvenir.

Je ne m'expose plus à le voir, à l'entendre, 
Je n'ose plus l'attendre, 
Et si je puis encor supporter l'avenir, 
C'est par le souvenir.

Le temps ne viendra pas pour guérir ma souffrance, 
Je n'ai plus d'espérance ; 
Mais je ne voudrais pas, pour tout mon avenir, 
Perdre le souvenir !",alexandrin
Marceline Desbordes-Valmore,Romances,1830,Le dernier rendez-vous,Souffrance,"Mon seul amour ! embrasse-moi. 
Si la mort me veut avant toi, 
Je bénis Dieu ; tu m'as aimée ! 
Ce doux hymen eut peu d'instants : 
Tu vois ; les fleurs n'ont qu'un printemps, 
Et la rose meurt embaumée. 
Mais quand, sous tes pieds renfermée, 
Tu viendras me parler tout bas, 
Crains-tu que je n'entende pas ?

Je t'entendrai, mon seul amour ! 
Triste dans mon dernier séjour, 
Si le courage t'abandonne ; 
Et la nuit, sans te commander, 
J'irai doucement te gronder, 
Puis te dire : « Dieu nous pardonne ! » 
Et, d'une voix que le ciel donne, 
Je te peindrai les cieux tout bas : 
Crains-tu de ne m'entendre pas ?

J'irai seule, en quittant tes yeux, 
T'attendre à la porte des Cieux, 
Et prier pour ta délivrance. 
Oh ! dussé-je y rester longtemps, 
Je veux y couler mes instants 
A t'adoucir quelque souffrance ; 
Puis un jour, avec l'Espérance, 
Je viendrai délier tes pas ; 
Crains-tu que je ne vienne pas ?

Je viendrai, car tu dois mourir, 
Sans être las de me chérir ; 
Et comme deux ramiers fidèles, 
Séparés par de sombres jours, 
Pour monter où l'on vit toujours, 
Nous entrelacerons nos ailes ! 
Là, nos heures sont éternelles : 
Quand Dieu nous l'a promis tout bas, 
Crois-tu que je n'écoutais pas ?",octosyllabe
Marceline Desbordes-Valmore,Poésies inédites,1860,Inès,Souffrance,"Je ne dis rien de toi, toi, la plus enfermée, 
Toi, la plus douloureuse, et non la moins aimée ! 
Toi, rentrée en mon sein ! je ne dis rien de toi 
Qui soufres, qui te plains, et qui meurs avec moi !

Le sais-tu maintenant, ô jalouse adorée, 
Ce que je te vouais de tendresse ignorée ? 
Connais-tu maintenant, me l'ayant emporté, 
Mon coeur qui bat si triste et pleure à ton côté ?",vers libre
Paul Verlaine,Romances sans paroles,1874,A poor young shepherd,Souffrance,"J'ai peur d'un baiser 
Comme d'une abeille. 
Je souffre et je veille 
Sans me reposer : 
J'ai peur d'un baiser !

Pourtant j'aime Kate 
Et ses yeux jolis. 
Elle est délicate, 
Aux longs traits pâlis. 
Oh ! que j'aime Kate !

C'est Saint-Valentin ! 
Je dois et je n'ose 
Lui dire au matin... 
La terrible chose 
Que Saint-Valentin !

Elle m'est promise, 
Fort heureusement ! 
Mais quelle entreprise 
Que d'être un amant 
Près d'une promise !

J'ai peur d'un baiser 
Comme d'une abeille. 
Je souffre et je veille 
Sans me reposer : 
J'ai peur d'un baiser !",vers libre
Alfred de Musset,Premières poésies,1829,Quand bien même une amère souffrance,Souffrance,"Sonnet.

Non, quand bien même une amère souffrance 
Dans ce cœur mort pourrait se ranimer ; 
Non, quand bien même une fleur d'espérance 
Sur mon chemin pourrait encor germer ;

Quand la pudeur, la grâce et l'innocence 
Viendraient en toi me plaindre et me charmer, 
Non, chère enfant, si belle d'ignorance, 
Je ne saurais, je n'oserais t'aimer. 

Un jour pourtant il faudra qu'il te vienne 
L'instant suprême où l'univers n'est rien. 
De mon respect alors qu'il te souvienne !

Tu trouveras, dans la joie ou la peine, 
Ma triste main pour soutenir la tienne, 
Mon triste cœur pour écouter le tien.",vers libre
Charles Le Goffic,Impressions et souvenirs,1922,La dernière idylle,Soupir,"LUI

Qui donc es-tu, toi qui ressembles à ma vie 
Et dont les yeux ont l'air de soleils avortés ? 
Dans le val de Tristesse où mes pas t'ont suivie, 
Tes soupirs et les miens ne se sont pas quittés.

ELLE

Soupirer est mon lot. Si tu veux me connaître, 
Demande mon secret aux cœurs irrésolus : 
Je suis leur fille. On me nomme : « J'aurais pu être » 
Et l'on me nomme aussi : « Trop tard » et « Jamais plus »",metre libre
Antoine de Latour,Loin du foyer,1835,La chanson d'adieu,Soupir,"Je cherche au firmament une étoile nouvelle, 
Celle qui me fut chère a disparu des cieux ; 
Je ne la maudis pas, sa clarté me fut belle, 
Et son dernier rayon est encore dans mes yeux.

Peut-être un autre cœur, à mes vœux moins rebelle, 
En vers mieux inspirés ou plus mélodieux 
Me rendra les soupirs qui s'égaraient vers elle
Mais soyons-lui clément, à l'heure des adieux.

Elle ira dans ce monde où celle qui fut Laure 
Entre ses jeunes sœurs murmure, à chaque aurore, 
Le doux nom de Pétrarque et sa chanson d'amour ;

Mais jamais, dans le ciel, de sa bouche sévère,
Elle ne redira le nom de son trouvère,
Et son cœur, s'il l'a su, ne l'aura su qu'un jour.",metre libre
Albert Mérat,Les chimères,1866,Passe-port,Soupir,"Nez moyen. Œil très-noir. Vingt ans. Parisienne 
Les cheveux bien plantés sur un front un peu bas. 
Nom simple et très joli, que je ne dirai pas. 
Signe particulier : ta maîtresse, ou la mienne. 
 
Une grâce, charmante et tout à fait païenne ; 
L'allure d'un oiseau qui retient ses ébats ; 
Une voix attirante, à ramper sur ses pas 
Comme un serpent aux sons d'une flûte indienne. 
 
Trouvée un soir d'hiver sous un bouquet de bal ; 
Chérissant les grelots, ivre de carnaval, 
Et vous aimant... le temps de s'affoler d'un autre. 
 
Une adorable fille, — une fille sans cœur, 
Douce comme un soupir sur un accord moqueur... 
Signe particulier: ma maîtresse, ou la vôtre.",vers libre
Arsène Houssaye,La symphonie des vingt ans,1867,Soupir,Soupir,"Chanson.


La nuit avec amour se penche sur la terre !

Le ciel de juin s'enflamme à l'horizon, 
Et la rosée argente le gazon.

Toute ramée en fleur abrite un doux mystère !

La chanson que j'entends au loin 
Me fait tressaillir d'allégresse : 
C'est la chanson de ma maîtresse, 
Bouquet de pampre et de sainfoin.

Toute ramée en fleur abrite un doux mystère !

Les rossignols chantent l'amour en chœur ; 
Je vous attends, vous, l'âme de mon cœur :

La nuit avec amour se penche sur la terre !",vers libre
René-François Sully Prudhomme,Les solitudes,1869,Soupir,Soupir,"Ne jamais la voir ni l'entendre, 
Ne jamais tout haut la nommer, 
Mais, fidèle, toujours l'attendre, 
Toujours l'aimer.

Ouvrir les bras et, las d'attendre, 
Sur le néant les refermer, 
Mais encor, toujours les lui tendre, 
Toujours l'aimer.

Ah ! Ne pouvoir que les lui tendre, 
Et dans les pleurs se consumer, 
Mais ces pleurs toujours les répandre, 
Toujours l'aimer.

Ne jamais la voir ni l'entendre, 
Ne jamais tout haut la nommer, 
Mais d'un amour toujours plus tendre 
Toujours l'aimer.",octosyllabe
René-François Sully Prudhomme,Les solitudes,1869,Déclin d'amour,Soupir,"Dans le mortel soupir de l'automne, qui frôle 
Au bord du lac les joncs frileux, 
Passe un murmure éteint : c'est l'eau triste et le saule 
Qui se parlent entre eux.

Le saule : « Je languis, vois ! Ma verdure tombe 
Et jonche ton cristal glacé ; 
Toi qui fus la compagne, aujourd'hui sois la tombe 
De mon printemps passé. »

Il dit. La feuille glisse et va jaunir l'eau brune. 
L'eau répond : « Ô mon pâle amant, 
Ne laisse pas ainsi tomber une par une 
Tes feuilles lentement ;

« Ce baiser me fait mal, autant, je te l'assure, 
Que les coups des avirons lourds ; 
Le frisson qu'il me donne est comme une blessure 
Qui s'élargit toujours.

« Ce n'est qu'un point d'abord, puis un cercle qui tremble 
Et qui grandit, multiplié ; 
Et les fleurs de mes bords sentent toutes ensemble 
Un sanglot à leur pied.

« Que ce tressaillement rare et long me tourmente ! 
Pourquoi m'oublier peu à peu ? 
Secoue en une fois, cruel, sur ton amante 
Tous tes baisers d'adieu ! »",metre libre
Stéphane Mallarmé,Poésies,1899,Soupir,Soupir,"Mon âme vers ton front où rêve, ô calme sœur, 
Un automne jonché de taches de rousseur 
Et vers le ciel errant de ton œil angélique 
Monte, comme dans un jardin mélancolique, 
Fidèle, un blanc jet d'eau soupire vers l'Azur ! 
— Vers l'Azur attendri d'Octobre pâle et pur 
Qui mire aux grands bassins sa langueur infinie 
Et laisse, sur l'eau morte où la fauve agonie 
Des feuilles erre au vent et creuse un froid sillon, 
Se traîner le soleil jaune d'un long rayon.",vers libre
Marceline Desbordes-Valmore,Poésies inédites,1860,Au livre de Léopardi,Soupir,"Il est de longs soupirs qui traversent les âges 
Pour apprendre l'amour aux âmes les plus sages. 
Ô sages ! De si loin que ces soupirs viendront, 
Leurs brûlantes douceurs un jour vous troubleront.

Et s'il vous faut garder parmi vos solitudes 
Le calme qui préside aux sévères études, 
Ne risquez pas vos yeux sur les tendres éclairs 
De l'orage éternel enfermé dans ces vers,

Dans ces chants, dans ces cris, dans ces plaintes voilées, 
Tocsins toujours vibrant de douleurs envolées. 
Oh ! N'allez pas tenter, d'un courage hardi, 
Tout cet amour qui pleure avec Léopardi !

Léopardi ! Doux Christ oublié de son père, 
Altéré de la mort sans le ciel qu'elle espère, 
Qu'elle ouvre d'une clé pendue à tout berceau, 
Levant de l'avenir l'insoulevable sceau.

Ennemi de lui seul ! Aimer, et ne pas croire ! 
Sentir l'eau sur sa lèvre, et ne pas l'oser boire ! 
Ne pas respirer Dieu dans l'âme d'une fleur ! 
Ne pas consoler l'ange attristé dans son coeur !

Ce que l'ange a souffert chez l'homme aveugle et tendre, 
Ce qu'ils ont dit entre eux sans venir à s'entendre, 
Ce qu'ils ont l'un par l'autre enduré de combats, 
Sages qui voulez vivre, oh ! Ne l'apprenez pas !

Oh ! La mort ! Ce sera le vrai réveil du songe ! 
Liberté ! Ce sera ton règne sans mensonge ! 
Le grand dévoilement des âmes et du jour ! 
Ce sera Dieu lui-même... oh ! Ce sera l'amour !",vers libre
Victor Hugo,Les châtiments,1853,Force des choses,Soupir,"Que devant les coquins l'honnête homme soupire ; 
Que l'histoire soit laide et plate ; que l'empire 
Boîte avec Talleyrand ou louche avec Parieu ; 
Qu'un tour d'escroc bien fait ait nom grâce de Dieu ; 
Que le pape en massue ait changé sa houlette ; 
Qu'on voie au Champ de Mars piaffer sous l'épaulette 
Le Meurtre général, le Vol aide de camp ; 
Que hors de l'Elysée un prince débusquant, 
Qu'un flibustier quittant l'île de la Tortue, 
Assassine, extermine, égorge, pille et tue ; 
Que les bonzes chrétiens, cognant sur leur tam-tam 
Hurlent devant Soufflard : Attollite portam ! 
Que pour claqueurs le crime ait cent journaux infâmes, 
Ceux qu'à la maison d'or, sur les genoux des femmes, 
Griffonnent les Romieux, le verre en main, et ceux 
Que saint-Ignace inspire à des gredins crasseux ; 
Qu'en ces vils tribunaux, où le regard se heurte 
De Moreau de la Seine à Moreau de la Meurthe, 
La justice ait reçu d'horribles horions ; 
Que, sur un lit de camp, par des centurions 
La loi soit violée et râle à l'agonie ; 
Que cet être choisi, créé par Dieu génie, 
L'homme, adore à genoux le loup fait empereur ; 
Qu'en un éclat de rire abrégé par l'horreur, 
Tout ce que nous voyons aujourd'hui se résume ; 
Qu'Hautpoul vende son sabre et Cucheval sa plume ; 
Que tous les grands bandits, en petit copiés, 
Revivent ; qu'on emplisse un sénat de plats-pieds 
Dont la servilité négresse et mamelouque 
Eût révolté Mahmoud et lasserait Soulouque ; 
Que l'or soit le seul culte, et qu'en ce temps vénal, 
Coffre-fort étant Dieu, Gousset soit cardinal ; 
Que la vieille Thémis ne soit plus qu'une gouine 
Baisant Mandrin dans l'antre où Mongis baragouine ; 
Que Montalembert bave accoudé sur l'autel ; 
Que Veuillot sur Sibour crève sa poche au fiel ; 
Qu'on voie aux bals de cour s'étaler des guenipes 
Qui le long des trottoirs traînaient hier leurs nippes, 
Beautés de lansquenet avec un profil grec ; 
Que Haynau dans Brescia soit pire que Lautrec ; 
Que partout, des Sept-Tours aux colonnes d'Hercule, 
Napoléon, le poing sur la hanche, recule, 
Car l'aigle est vieux, Essling grisonne, Marengo 
À la goutte, Austerlitz est pris d'un lombago ; 
Que le czar russe ait peur tout autant que le nôtre ; 
Que l'ours noir et l'ours blanc tremblent l'un devant l'autre ; 
Qu'avec son grand panache et sur son grand cheval 
Rayonne Saint-Arnaud, ci-devant Florival, 
Fort dans la pantomime et les combats à l'hache ; 
Que Sodome se montre et que Paris se cache ; 
Qu'Escobar et Houdin vendent le même onguent ; 
Que grâce à tous ces gueux qu'on touche avec le gant, 
Tout dorés au dehors, au dedans noirs de lèpres, 
Courant les bals, courant les jeux, allant à vêpres, 
Grâce à ces bateleurs mêlés aux scélérats, 
La Saint-Barthélemy s'achève en mardi gras ; 
Ô nature profonde et calme, que t'importe ! 
Nature, Isis voilée assise à notre porte, 
Impénétrable aïeule aux regards attendris, 
Vieille comme Cybèle et fraîche comme Iris, 
Ce qu'on fait ici-bas s'en va devant ta face ; 
À ton rayonnement toute laideur s'efface ; 
Tu ne t'informes pas quel drôle ou quel tyran 
Est fait premier chanoine à Saint-Jean-de-Latran ; 
Décembre, les soldats ivres, les lois faussées, 
Les cadavres mêlés aux bouteilles cassées, 
Ne te font rien ; tu suis ton flux et ton reflux. 
Quand l'homme des faubourgs s'endort et ne sait plus 
Bourrer dans un fusil des balles de calibre ; 
Quand le peuple français n'est plus le peuple libre ; 
Quand mon esprit, fidèle au but qu'il se fixa, 
Sur cette léthargie applique un vers moxa, 
Toi, tu rêves ; souvent du fond des geôles sombres, 
Sort, comme d'un enfer, le murmure des ombres 
Que Baroche et Rouher gardent sous les barreaux, 
Car ce tas de laquais est un tas de bourreaux ; 
Etant les cœurs de boue, ils sont les cœurs de roche ; 
Ma strophe alors se dresse, et, pour cingler Baroche, 
Se taille un fouet sanglant dans Rouher écorché ; 
Toi, tu ne t'émeus point ; flot sans cesse épanché, 
La vie indifférente emplit toujours tes urnes ; 
Tu laisses s'élever des attentats nocturnes, 
Des crimes, des fureurs, de Rome mise en croix, 
De Paris mis aux fers, des guets-apens des rois, 
Des pièges, des serments, des toiles d'araignées, 
L'orageuse clameur des âmes indignées ; 
Dans ce calme où toujours tu te réfugias, 
Tu laisses le fumier croupir chez Augias, 
Et renaître un passé dont nous nous affranchîmes, 
Et le sang rajeunir les abus cacochymes, 
La France en deuil jeter son suprême soupir, 
Les prostitutions chanter, et se tapir 
Les lâches dans leurs trous, la taupe en ses cachettes, 
Et gronder les lions, et rugir les poètes ! 
Ce n'est pas ton affaire à toi de t'irriter. 
Tu verrais, sans frémir et sans te révolter, 
Sur tes fleurs, sous tes pins, tes ifs et tes érables, 
Errer le plus coquin de tous ces misérables. 
Quand Troplong, le matin, ouvre un œil chassieux, 
Vénus, splendeur sereine éblouissant les cieux, 
Vénus, qui devrait fuir courroucée et hagarde, 
N'a pas l'air de savoir que Troplong la regarde ! 
Tu laisserais cueillir une rose à Dupin ! 
Tandis que, de velours recouvrant le sapin, 
L'escarpe couronné que l'Europe surveille, 
Trône et guette, et qu'il a, lui parlant à l'oreille, 
D'un côté Loyola, de l'autre Trestaillon, 
Ton doigt au blé dans l'ombre entrouvre le sillon. 
Pendant que l'horreur sort des sénats, des conclaves, 
Que les États-Unis ont des marchés d'esclaves 
Comme en eut Rome avant que Jésus-Christ passât, 
Que l'américain libre à l'africain forçat 
Met un bât, et qu'on vend des hommes pour des piastres, 
Toi, tu gonfles la mer, tu fais lever les astres, 
Tu courbes l'arc-en-ciel, tu remplis les buissons 
D'essaims, l'air de parfums et les nids de chansons, 
Tu fais dans le bois vert la toilette des roses, 
Et tu fais concourir, loin des hommes moroses, 
Pour des prix inconnus par les anges cueillis, 
La candeur de la vierge et la blancheur du lys. 
Et quand, tordant ses mains devant les turpitudes, 
Le penseur douloureux fuit dans tes solitudes, 
Tu lui dis : Viens ! c'est moi ! moi que rien ne corrompt ! 
Je t'aime ! et tu répands dans l'ombre, sur son front 
Où de l'artère ardente il sent battre les ondes, 
L'âcre fraîcheur de l'herbe et des feuilles profondes ! 
Par moments, à te voir, parmi les trahisons, 
Mener paisiblement tes mois et tes saisons, 
À te voir impassible et froide, quoi qu'on fasse, 
Pour qui ne creuse point plus bas que la surface, 
Tu sembles bien glacée, et l'on s'étonne un peu. 
Quand les proscrits, martyrs du peuple, élus de Dieu, 
Stoïques, dans la mort se couchent sans se plaindre, 
Tu n'as l'air de songer qu'à dorer et qu'à peindre 
L'aile du scarabée errant sur leurs tombeaux. 
Les rois font les gibets, toi, tu fais les corbeaux. 
Tu mets le même ciel sur le juste et l'injuste. 
Occupée à la mouche, à la pierre, à l'arbuste, 
Aux mouvements confus du vil monde animal, 
Tu parais ignorer le bien comme le mal ; 
Tu laisses l'homme en proie à sa misère aiguë. 
Que t'importe Socrate ! et tu fais la ciguë. 
Tu créas le besoin, l'instinct et l'appétit ; 
Le fort mange le faible et le grand le petit, 
L'ours déjeune du rat, l'autour de la colombe, 
Qu'importe ! allez, naissez, fourmillez pour la tombe, 
Multitudes ! vivez, tuez, faites l'amour, 
Croissez ! le pré verdit, la nuit succède au jour, 
L'âne brait, le cheval hennit, le taureau beugle. 
Ô figure terrible, on te croirait aveugle ! 
Le bon et le mauvais se mêlent sous tes pas. 
Dans cet immense oubli, tu ne vois même pas 
Ces deux géants lointains penchés sur ton abîme, 
Satan, père du mal, Caïn, père du crime !

Erreur ! erreur ! erreur ! ô géante aux cent yeux, 
Tu fais un grand labeur, saint et mystérieux ! 
Oh ! qu'un autre que moi te blasphème, ô nature 
Tandis que notre chaîne étreint notre ceinture, 
Et que l'obscurité s'étend de toutes parts, 
Les principes cachés, les éléments épars, 
Le fleuve, le volcan à la bouche écarlate, 
Le gaz qui se condense et l'air qui se dilate, 
Les fluides, l'éther, le germe sourd et lent, 
Sont autant d'ouvriers dans l'ombre travaillant ; 
Ouvriers sans sommeil, sans fatigue, sans nombre. 
Tu viens dans cette nuit, libératrice sombre ! 
Tout travaille, l'aimant, le bitume, le fer, 
Le charbon ; pour changer en éden notre enfer, 
Les forces à ta voix sortent du fond des gouffres.

Tu murmures tout bas : — Race d'Adam qui souffres, 
Hommes, forçats pensants au vieux monde attachés, 
Chacune de mes lois vous délivre. Cherchez ! — 
Et chaque jour surgit une clarté nouvelle, 
Et le penseur épie et le hasard révèle ; 
Toujours le vent sema, le calcul récolta. 
Ici Fulton, ici Galvani, là Volta, 
Sur tes secrets profonds que chaque instant nous livre, 
Rêvent ; l'homme ébloui déchiffre enfin ton livre.

D'heure en heure on découvre un peu plus d'horizon 
Comme un coup de bélier au mur d'une prison, 
Du genre humain qui fouille et qui creuse et qui sonde, 
Chaque tâtonnement fait tressaillir le monde. 
L'hymen des nations s'accomplit. Passions, 
Intérêts, mœurs et lois, les révolutions 
Par qui le cœur humain germe et change de formes, 
Paris, Londres, New-York, les continents énormes, 
Ont pour lien un fil qui tremble au fond des mers. 
Une force inconnue, empruntée aux éclairs, 
Mêle au courant des flots le courant des idées. 
La science, gonflant ses ondes débordées, 
Submerge trône et sceptre, idole et potentat. 
Tout va, pense, se meut, s'accroît. L'aérostat 
Passe, et du haut des cieux ensemence les hommes. 
Chanaan apparaît ; le voilà, nous y sommes ! 
L'amour succède aux pleurs et l'eau vive à la mort, 
Et la bouche qui chante à la bouche qui mord. 
La science, pareille aux antiques pontifes, 
Attelle aux chars tonnants d'effrayants hippogriffes 
Le feu souffle aux naseaux de la bête d'airain. 
Le globe esclave cède à l'esprit souverain. 
Partout où la terreur régnait, où marchait l'homme, 
Triste et plus accablé que la bête de somme, 
Traînant ses fers sanglants que l'erreur a forgés, 
Partout où les carcans sortaient des préjugés, 
Partout où les césars, posant le pied sur l'âme, 
Etouffaient la clarté, la pensée et la flamme, 
Partout où le mal sombre, étendant son réseau, 
Faisait ramper le ver, tu fais naître l'oiseau ! 
Par degrés, lentement, on voit sous ton haleine 
La liberté sortir de l'herbe de la plaine, 
Des pierres du chemin, des branches des forêts, 
Rayonner, convertir la science en décrets, 
Du vieil univers mort briser la carapace, 
Emplir le feu qui luit, l'eau qui bout, l'air qui passe, 
Gronder dans le tonnerre, errer dans les torrents, 
Vivre ! et tu rends le monde impossible aux tyrans ! 
La matière, aujourd'hui vivante, jadis morte, 
Hier écrasait l'homme et maintenant l'emporte.

Le bien germe à toute heure et la joie en tout lieu. 
Oh ! sois fière en ton cœur, toi qui, sous l'œil de Dieu, 
Nous prodigues les dons que ton mystère épanche, 
Toi qui regardes, comme une mère se penche 
Pour voir naître l'enfant que son ventre a porté, 
De ton flanc éternel sortir l'humanité !

Vie ! idée ! avenir bouillonnant dans les têtes ! 
Le progrès, reliant entre elles ses conquêtes, 
Gagne un point après l'autre, et court contagieux. 
De cet obscur amas de faits prodigieux 
Qu'aucun regard n'embrasse et qu'aucun mot ne nomme, 
Tu nais plus frissonnant que l'aigle, esprit de l'homme, 
Refaisant mœurs, cités, codes, religion. 
Le passé n'est que l'oeuf d'où tu sors, Légion !

Ô nature ! c'est là ta genèse sublime. 
Oh ! l'éblouissement nous prend sur cette cime ! 
Le monde, réclamant l'essor que Dieu lui doit, 
Vibre, et dès à présent, grave, attentif, le doigt 
Sur la bouche, incliné sur les choses futures, 
Sur la création et sur les créatures, 
Une vague lueur dans son œil éclatant, 
Le voyant, le savant, le philosophe entend 
Dans l'avenir, déjà vivant sous ses prunelles, 
La palpitation de ces millions d'ailes !

Jersey, le 23 mai 1853.",vers libre
